climate_zone	county
5	Idaho County, Idaho
5	Indiana County, Pennsylvania
5	Ingham County, Michigan
5	Ionia County, Michigan
5	Iowa County, Iowa
5	Iron County, Utah
5	Iroquois County, Illinois
5	Island County, Washington
5	Jackson County, Iowa
5	Jackson County, Michigan
5	Jackson County, Ohio
5	Jackson County, South Dakota
5	Jasper County, Indiana
5	Jasper County, Iowa
5	Jay County, Indiana
5	Jefferson County, Colorado
5	Jefferson County, Iowa
5	Jefferson County, Nebraska
5	Jefferson County, Ohio
5	Jefferson County, Oregon
5	Jefferson County, Pennsylvania
5	Jerome County, Idaho
5	Jersey County, Illinois
5	Jewell County, Kansas
5	Jo Daviess County, Illinois
5	Johnson County, Indiana
5	Johnson County, Iowa
5	Johnson County, Nebraska
5	Jones County, Iowa
5	Juab County, Utah
5	Juniata County, Pennsylvania
5	Kalamazoo County, Michigan
5	Kane County, Illinois
5	Kane County, Utah
5	Kankakee County, Illinois
5	Kearney County, Nebraska
5	Keith County, Nebraska
5	Kendall County, Illinois
5	Kent County, Michigan
5	Kent County, Rhode Island
5	Keokuk County, Iowa
5	Keya Paha County, Nebraska
5	Kimball County, Nebraska
5	Kiowa County, Colorado
5	Kit Carson County, Colorado
5	Kittitas County, Washington
5	Klamath County, Oregon
5	Klickitat County, Washington
5	Knox County, Illinois
5	Knox County, Missouri
5	Knox County, Nebraska
5	Knox County, Ohio
5	Kootenai County, Idaho
5	Kosciusko County, Indiana
5	La Plata County, Colorado
5	La Salle County, Illinois
5	LaGrange County, Indiana
5	LaPorte County, Indiana
5	Lackawanna County, Pennsylvania
5	Lake County, Illinois
5	Lake County, Indiana
5	Lake County, Ohio
5	Lake County, Oregon
5	Lancaster County, Nebraska
5	Lancaster County, Pennsylvania
5	Lander County, Nevada
5	Lane County, Kansas
5	Lapeer County, Michigan
5	Larimer County, Colorado
5	Lassen County, California
5	Latah County, Idaho
5	Lawrence County, Pennsylvania
5	Lebanon County, Pennsylvania
5	Lee County, Illinois
5	Lee County, Iowa
5	Lehigh County, Pennsylvania
5	Lenawee County, Michigan
5	Lewis County, Idaho
5	Lewis County, Missouri
5	Lewis County, West Virginia
5	Licking County, Ohio
5	Lincoln County, Colorado
5	Lincoln County, Idaho
5	Lincoln County, Nebraska
5	Lincoln County, Nevada
5	Lincoln County, Washington
5	Linn County, Iowa
5	Linn County, Missouri
5	Litchfield County, Connecticut
5	Livingston County, Illinois
5	Livingston County, Michigan
5	Livingston County, Missouri
5	Livingston County, New York
5	Logan County, Colorado
5	Logan County, Illinois
5	Logan County, Kansas
5	Logan County, Nebraska
5	Logan County, Ohio
5	Lorain County, Ohio
5	Los Alamos County, New Mexico
5	Louisa County, Iowa
5	Loup County, Nebraska
5	Lucas County, Iowa
5	Lucas County, Ohio
5	Luzerne County, Pennsylvania
5	Lycoming County, Pennsylvania
5	Lyon County, Nevada
5	Macomb County, Michigan
5	Macon County, Illinois
5	Macon County, Missouri
5	Madison County, Indiana
5	Madison County, Iowa
5	Madison County, Nebraska
5	Madison County, Ohio
5	Mahaska County, Iowa
5	Mahoning County, Ohio
5	Malheur County, Oregon
5	Marion County, Indiana
5	Marion County, Iowa
5	Marion County, Missouri
5	Marion County, Ohio
5	Marion County, West Virginia
5	Marshall County, Illinois
5	Marshall County, Indiana
5	Marshall County, Iowa
5	Marshall County, West Virginia
5	Mason County, Illinois
5	McDonough County, Illinois
5	McHenry County, Illinois
5	McKinley County, New Mexico
5	McLean County, Illinois
5	McPherson County, Nebraska
5	Medina County, Ohio
5	Meigs County, Ohio
5	Mellette County, South Dakota
5	Menard County, Illinois
5	Mercer County, Illinois
5	Mercer County, Missouri
5	Mercer County, New Jersey
5	Mercer County, Ohio
5	Mercer County, Pennsylvania
5	Merrick County, Nebraska
5	Mesa County, Colorado
5	Miami County, Indiana
5	Miami County, Ohio
5	Middlesex County, Connecticut
5	Middlesex County, Massachusetts
5	Midland County, Michigan
5	Mifflin County, Pennsylvania
5	Millard County, Utah
5	Mills County, Iowa
5	Mineral County, Nevada
5	Mineral County, West Virginia
5	Minidoka County, Idaho
5	Mitchell County, Kansas
5	Mitchell County, North Carolina
5	Modoc County, California
5	Monona County, Iowa
5	Monongalia County, West Virginia
5	Monroe County, Iowa
5	Monroe County, Michigan
5	Monroe County, New York
5	Monroe County, Ohio
5	Monroe County, Pennsylvania
5	Montcalm County, Michigan
5	Montezuma County, Colorado
5	Montgomery County, Indiana
5	Montgomery County, Iowa
5	Montgomery County, Ohio
5	Montour County, Pennsylvania
5	Montrose County, Colorado
5	Mora County, New Mexico
5	Morgan County, Colorado
5	Morgan County, Illinois
5	Morgan County, Indiana
5	Morgan County, Ohio
5	Morrill County, Nebraska
5	Morris County, New Jersey
5	Morrow County, Ohio
5	Morrow County, Oregon
5	Moultrie County, Illinois
5	Muscatine County, Iowa
5	Muskegon County, Michigan
5	Muskingum County, Ohio
5	Nance County, Nebraska
5	Nantucket County, Massachusetts
5	Navajo County, Arizona
5	Nemaha County, Nebraska
5	Ness County, Kansas
5	Nevada County, California
5	New Haven County, Connecticut
5	New London County, Connecticut
5	Newport County, Rhode Island
5	Newton County, Indiana
5	Nez Perce County, Idaho
5	Niagara County, New York
5	Nicholas County, West Virginia
5	Noble County, Indiana
5	Noble County, Ohio
5	Nodaway County, Missouri
5	Norfolk County, Massachusetts
5	Northampton County, Pennsylvania
5	Northumberland County, Pennsylvania
5	Norton County, Kansas
5	Nuckolls County, Nebraska
5	Nye County, Nevada
5	Oakland County, Michigan
5	Ogle County, Illinois
5	Ohio County, West Virginia
5	Onondaga County, New York
5	Ontario County, New York
5	Orange County, New York
5	Orleans County, New York
5	Osborne County, Kansas
5	Oswego County, New York
5	Otoe County, Nebraska
5	Ottawa County, Michigan
5	Ottawa County, Ohio
5	Owen County, Indiana
5	Owyhee County, Idaho
5	Page County, Iowa
5	Parke County, Indiana
5	Passaic County, New Jersey
5	Paulding County, Ohio
5	Pawnee County, Nebraska
5	Payette County, Idaho
5	Pendleton County, West Virginia
5	Peoria County, Illinois
5	Perkins County, Nebraska
5	Perry County, Ohio
5	Perry County, Pennsylvania
5	Pershing County, Nevada
5	Phelps County, Nebraska
5	Phillips County, Colorado
5	Phillips County, Kansas
5	Piatt County, Illinois
5	Pickaway County, Ohio
5	Pierce County, Nebraska
5	Pike County, Illinois
5	Pike County, Missouri
5	Pike County, Pennsylvania
5	Piute County, Utah
5	Platte County, Nebraska
5	Platte County, Wyoming
5	Plumas County, California
5	Plymouth County, Massachusetts
5	Pocahontas County, West Virginia
5	Polk County, Iowa
5	Polk County, Nebraska
5	Portage County, Ohio
5	Porter County, Indiana
5	Pottawattamie County, Iowa
5	Power County, Idaho
5	Poweshiek County, Iowa
5	Preble County, Ohio
5	Preston County, West Virginia
5	Providence County, Rhode Island
5	Prowers County, Colorado
5	Pueblo County, Colorado
5	Pulaski County, Indiana
5	Putnam County, Illinois
5	Putnam County, Indiana
5	Putnam County, Missouri
5	Putnam County, New York
5	Putnam County, Ohio
5	Raleigh County, West Virginia
5	Ralls County, Missouri
5	Randolph County, Indiana
5	Randolph County, West Virginia
5	Rawlins County, Kansas
5	Red Willow County, Nebraska
5	Rensselaer County, New York
5	Republic County, Kansas
5	Richardson County, Nebraska
5	Richland County, Ohio
5	Ringgold County, Iowa
5	Rio Arriba County, New Mexico
5	Rock County, Nebraska
5	Rock Island County, Illinois
5	Rockingham County, New Hampshire
5	Rockland County, New York
5	Rooks County, Kansas
5	Ross County, Ohio
5	Rush County, Indiana
5	Saginaw County, Michigan
5	Saline County, Nebraska
5	Salt Lake County, Utah
5	San Juan County, New Mexico
5	San Juan County, Utah
5	San Juan County, Washington
5	San Miguel County, New Mexico
5	Sandoval County, New Mexico
5	Sandusky County, Ohio
5	Sangamon County, Illinois
5	Sanpete County, Utah
5	Santa Fe County, New Mexico
5	Saratoga County, New York
5	Sarpy County, Nebraska
5	Saunders County, Nebraska
5	Schenectady County, New York
5	Schuyler County, Illinois
5	Schuyler County, Missouri
5	Schuylkill County, Pennsylvania
5	Scotland County, Missouri
5	Scott County, Illinois
5	Scott County, Iowa
5	Scott County, Kansas
5	Scotts Bluff County, Nebraska
5	Sedgwick County, Colorado
5	Seneca County, New York
5	Seneca County, Ohio
5	Sevier County, Utah
5	Seward County, Nebraska
5	Shelby County, Indiana
5	Shelby County, Iowa
5	Shelby County, Missouri
5	Shelby County, Ohio
5	Sheridan County, Kansas
5	Sheridan County, Nebraska
5	Sherman County, Kansas
5	Sherman County, Nebraska
5	Sherman County, Oregon
5	Shiawassee County, Michigan
5	Shoshone County, Idaho
5	Sierra County, California
5	Sioux County, Nebraska
5	Siskiyou County, California
5	Skamania County, Washington
5	Smith County, Kansas
5	Snyder County, Pennsylvania
5	Somerset County, New Jersey
5	Somerset County, Pennsylvania
5	Spokane County, Washington
5	St. Clair County, Michigan
5	St. Joseph County, Indiana
5	St. Joseph County, Michigan
5	Stanton County, Nebraska
5	Stark County, Illinois
5	Stark County, Ohio
5	Starke County, Indiana
5	Stephenson County, Illinois
5	Steuben County, Indiana
5	Storey County, Nevada
5	Story County, Iowa
5	Strafford County, New Hampshire
5	Suffolk County, Massachusetts
5	Sullivan County, Missouri
5	Sullivan County, Pennsylvania
5	Summers County, West Virginia
5	Summit County, Ohio
5	Susquehanna County, Pennsylvania
5	Sussex County, New Jersey
5	Tama County, Iowa
5	Taos County, New Mexico
5	Taylor County, Iowa
5	Taylor County, West Virginia
5	Tazewell County, Illinois
5	Teller County, Colorado
5	Thayer County, Nebraska
5	Thomas County, Kansas
5	Thomas County, Nebraska
5	Thurston County, Nebraska
5	Tioga County, New York
5	Tippecanoe County, Indiana
5	Tipton County, Indiana
5	Todd County, South Dakota
5	Tolland County, Connecticut
5	Tooele County, Utah
5	Torrance County, New Mexico
5	Trego County, Kansas
5	Tripp County, South Dakota
5	Trumbull County, Ohio
5	Tucker County, West Virginia
5	Tuscarawas County, Ohio
5	Tuscola County, Michigan
5	Twin Falls County, Idaho
5	Umatilla County, Oregon
5	Union County, Indiana
5	Union County, Iowa
5	Union County, Ohio
5	Union County, Oregon
5	Union County, Pennsylvania
5	Union County, South Dakota
5	Upshur County, West Virginia
5	Utah County, Utah
5	Valley County, Nebraska
5	Van Buren County, Iowa
5	Van Buren County, Michigan
5	Van Wert County, Ohio
5	Venango County, Pennsylvania
5	Vermilion County, Illinois
5	Vermillion County, Indiana
5	Vigo County, Indiana
5	Vinton County, Ohio
5	Wabash County, Indiana
5	Walla Walla County, Washington
5	Wallace County, Kansas
5	Wallowa County, Oregon
5	Wapello County, Iowa
5	Warren County, Illinois
5	Warren County, Indiana
5	Warren County, Iowa
5	Warren County, New Jersey
5	Warren County, Ohio
5	Warren County, Pennsylvania
5	Wasco County, Oregon
5	Washington County, Colorado
5	Washington County, Idaho
5	Washington County, Iowa
5	Washington County, Nebraska
5	Washington County, New York
5	Washington County, Pennsylvania
5	Washington County, Rhode Island
5	Washoe County, Nevada
5	Washtenaw County, Michigan
5	Watauga County, North Carolina
5	Wayne County, Indiana
5	Wayne County, Iowa
5	Wayne County, Michigan
5	Wayne County, Nebraska
5	Wayne County, New York
5	Wayne County, Ohio
5	Wayne County, Pennsylvania
5	Wayne County, Utah
5	Weber County, Utah
5	Webster County, Nebraska
5	Webster County, West Virginia
5	Weld County, Colorado
5	Wells County, Indiana
5	Westmoreland County, Pennsylvania
5	Wetzel County, West Virginia
5	Wheeler County, Nebraska
5	Wheeler County, Oregon
5	White County, Indiana
5	White Pine County, Nevada
5	Whiteside County, Illinois
5	Whitley County, Indiana
5	Whitman County, Washington
5	Wichita County, Kansas
5	Will County, Illinois
5	Williams County, Ohio
5	Windham County, Connecticut
5	Winnebago County, Illinois
5	Wood County, Ohio
5	Woodbury County, Iowa
5	Woodford County, Illinois
5	Worcester County, Massachusetts
5	Worth County, Missouri
5	Wyandot County, Ohio
5	Wyoming County, Pennsylvania
5	Yakima County, Washington
5	Yancey County, North Carolina
5	Yankton County, South Dakota
5	Yates County, New York
5	York County, Nebraska
5	Yuma County, Colorado
6	Adams County, Idaho
6	Adams County, North Dakota
6	Adams County, Wisconsin
6	Addison County, Vermont
6	Alamosa County, Colorado
6	Albany County, Wyoming
6	Alcona County, Michigan
6	Alger County, Michigan
6	Allamakee County, Iowa
6	Allegany County, New York
6	Alpena County, Michigan
6	Alpine County, California
6	Androscoggin County, Maine
6	Anoka County, Minnesota
6	Antrim County, Michigan
6	Archuleta County, Colorado
6	Arenac County, Michigan
6	Aurora County, South Dakota
6	Bannock County, Idaho
6	Barron County, Wisconsin
6	Beadle County, South Dakota
6	Bear Lake County, Idaho
6	Beaverhead County, Montana
6	Belknap County, New Hampshire
6	Bennington County, Vermont
6	Benton County, Minnesota
6	Benzie County, Michigan
6	Big Horn County, Montana
6	Big Horn County, Wyoming
6	Big Stone County, Minnesota
6	Billings County, North Dakota
6	Bingham County, Idaho
6	Black Hawk County, Iowa
6	Blaine County, Idaho
6	Blaine County, Montana
6	Blue Earth County, Minnesota
6	Boise County, Idaho
6	Bonner County, Idaho
6	Bonneville County, Idaho
6	Boundary County, Idaho
6	Bowman County, North Dakota
6	Box Elder County, Utah
6	Bremer County, Iowa
6	Broadwater County, Montana
6	Brookings County, South Dakota
6	Broome County, New York
6	Brown County, Minnesota
6	Brown County, South Dakota
6	Brown County, Wisconsin
6	Brule County, South Dakota
6	Buchanan County, Iowa
6	Buena Vista County, Iowa
6	Buffalo County, South Dakota
6	Buffalo County, Wisconsin
6	Burleigh County, North Dakota
6	Butler County, Iowa
6	Butte County, Idaho
6	Butte County, South Dakota
6	Cache County, Utah
6	Caledonia County, Vermont
6	Calhoun County, Iowa
6	Calumet County, Wisconsin
6	Camas County, Idaho
6	Cameron County, Pennsylvania
6	Campbell County, South Dakota
6	Campbell County, Wyoming
6	Carbon County, Montana
6	Carbon County, Utah
6	Carbon County, Wyoming
6	Caribou County, Idaho
6	Carroll County, New Hampshire
6	Carter County, Montana
6	Carver County, Minnesota
6	Cascade County, Montana
6	Cattaraugus County, New York
6	Cerro Gordo County, Iowa
6	Chaffee County, Colorado
6	Charlevoix County, Michigan
6	Cheboygan County, Michigan
6	Chenango County, New York
6	Cherokee County, Iowa
6	Chickasaw County, Iowa
6	Chippewa County, Minnesota
6	Chippewa County, Wisconsin
6	Chisago County, Minnesota
6	Chittenden County, Vermont
6	Chouteau County, Montana
6	Clare County, Michigan
6	Clark County, Idaho
6	Clark County, South Dakota
6	Clark County, Wisconsin
6	Clay County, Iowa
6	Clayton County, Iowa
6	Clearfield County, Pennsylvania
6	Clinton County, New York
6	Codington County, South Dakota
6	Columbia County, Wisconsin
6	Conejos County, Colorado
6	Converse County, Wyoming
6	Coos County, New Hampshire
6	Corson County, South Dakota
6	Costilla County, Colorado
6	Cottonwood County, Minnesota
6	Crawford County, Michigan
6	Crawford County, Wisconsin
6	Crook County, Wyoming
6	Cumberland County, Maine
6	Custer County, Colorado
6	Custer County, Idaho
6	Custer County, Montana
6	Custer County, South Dakota
6	Daggett County, Utah
6	Dakota County, Minnesota
6	Dane County, Wisconsin
6	Daniels County, Montana
6	Davison County, South Dakota
6	Dawson County, Montana
6	Day County, South Dakota
6	Deer Lodge County, Montana
6	Delaware County, Iowa
6	Delaware County, New York
6	Delta County, Michigan
6	Deuel County, South Dakota
6	Dewey County, South Dakota
6	Dickey County, North Dakota
6	Dickinson County, Iowa
6	Dickinson County, Michigan
6	Dodge County, Minnesota
6	Dodge County, Wisconsin
6	Dolores County, Colorado
6	Door County, Wisconsin
6	Douglas County, Minnesota
6	Duchesne County, Utah
6	Dunn County, North Dakota
6	Dunn County, Wisconsin
6	Eagle County, Colorado
6	Eau Claire County, Wisconsin
6	Edmunds County, South Dakota
6	Elk County, Pennsylvania
6	Emmet County, Iowa
6	Emmet County, Michigan
6	Emmons County, North Dakota
6	Essex County, New York
6	Essex County, Vermont
6	Fall River County, South Dakota
6	Fallon County, Montana
6	Faribault County, Minnesota
6	Faulk County, South Dakota
6	Fayette County, Iowa
6	Fergus County, Montana
6	Ferry County, Washington
6	Fillmore County, Minnesota
6	Flathead County, Montana
6	Floyd County, Iowa
6	Fond du Lac County, Wisconsin
6	Franklin County, Idaho
6	Franklin County, Iowa
6	Franklin County, Maine
6	Franklin County, New York
6	Franklin County, Vermont
6	Freeborn County, Minnesota
6	Fremont County, Idaho
6	Fremont County, Wyoming
6	Fulton County, New York
6	Gallatin County, Montana
6	Garfield County, Montana
6	Glacier County, Montana
6	Gladwin County, Michigan
6	Golden Valley County, Montana
6	Golden Valley County, North Dakota
6	Goodhue County, Minnesota
6	Grafton County, New Hampshire
6	Grand Isle County, Vermont
6	Grand Traverse County, Michigan
6	Granite County, Montana
6	Grant County, North Dakota
6	Grant County, South Dakota
6	Grant County, Wisconsin
6	Green County, Wisconsin
6	Green Lake County, Wisconsin
6	Grundy County, Iowa
6	Haakon County, South Dakota
6	Hamilton County, Iowa
6	Hamilton County, New York
6	Hamlin County, South Dakota
6	Hancock County, Iowa
6	Hancock County, Maine
6	Hand County, South Dakota
6	Hanson County, South Dakota
6	Hardin County, Iowa
6	Harding County, South Dakota
6	Hennepin County, Minnesota
6	Herkimer County, New York
6	Hettinger County, North Dakota
6	Hill County, Montana
6	Hot Springs County, Wyoming
6	Houston County, Minnesota
6	Howard County, Iowa
6	Hughes County, South Dakota
6	Humboldt County, Iowa
6	Huron County, Michigan
6	Hyde County, South Dakota
6	Ida County, Iowa
6	Iosco County, Michigan
6	Iowa County, Wisconsin
6	Isabella County, Michigan
6	Isanti County, Minnesota
6	Jackson County, Minnesota
6	Jackson County, Wisconsin
6	Jefferson County, Idaho
6	Jefferson County, Montana
6	Jefferson County, New York
6	Jefferson County, Wisconsin
6	Jerauld County, South Dakota
6	Johnson County, Wyoming
6	Jones County, South Dakota
6	Judith Basin County, Montana
6	Juneau County, Wisconsin
6	Kalkaska County, Michigan
6	Kandiyohi County, Minnesota
6	Kennebec County, Maine
6	Kenosha County, Wisconsin
6	Kewaunee County, Wisconsin
6	Kingsbury County, South Dakota
6	Knox County, Maine
6	Kossuth County, Iowa
6	La Crosse County, Wisconsin
6	LaMoure County, North Dakota
6	Lac qui Parle County, Minnesota
6	Lafayette County, Wisconsin
6	Lake County, Michigan
6	Lake County, Montana
6	Lake County, South Dakota
6	Lamoille County, Vermont
6	Laramie County, Wyoming
6	Lawrence County, South Dakota
6	Le Sueur County, Minnesota
6	Leelanau County, Michigan
6	Lemhi County, Idaho
6	Lewis County, New York
6	Lewis and Clark County, Montana
6	Liberty County, Montana
6	Lincoln County, Maine
6	Lincoln County, Minnesota
6	Lincoln County, Montana
6	Lincoln County, South Dakota
6	Logan County, North Dakota
6	Lyman County, South Dakota
6	Lyon County, Iowa
6	Lyon County, Minnesota
6	Madison County, Idaho
6	Madison County, Montana
6	Madison County, New York
6	Manistee County, Michigan
6	Manitowoc County, Wisconsin
6	Marathon County, Wisconsin
6	Marinette County, Wisconsin
6	Marquette County, Michigan
6	Marquette County, Wisconsin
6	Marshall County, South Dakota
6	Martin County, Minnesota
6	Mason County, Michigan
6	McCone County, Montana
6	McCook County, South Dakota
6	McIntosh County, North Dakota
6	McKean County, Pennsylvania
6	McKenzie County, North Dakota
6	McLeod County, Minnesota
6	McPherson County, South Dakota
6	Meade County, South Dakota
6	Meagher County, Montana
6	Mecosta County, Michigan
6	Meeker County, Minnesota
6	Menominee County, Michigan
6	Menominee County, Wisconsin
6	Mercer County, North Dakota
6	Merrimack County, New Hampshire
6	Milwaukee County, Wisconsin
6	Miner County, South Dakota
6	Mineral County, Montana
6	Minnehaha County, South Dakota
6	Missaukee County, Michigan
6	Missoula County, Montana
6	Mitchell County, Iowa
6	Moffat County, Colorado
6	Mono County, California
6	Monroe County, Wisconsin
6	Montgomery County, New York
6	Montmorency County, Michigan
6	Moody County, South Dakota
6	Morgan County, Utah
6	Morrison County, Minnesota
6	Morton County, North Dakota
6	Mower County, Minnesota
6	Murray County, Minnesota
6	Musselshell County, Montana
6	Natrona County, Wyoming
6	Newaygo County, Michigan
6	Nicollet County, Minnesota
6	Niobrara County, Wyoming
6	Nobles County, Minnesota
6	O'Brien County, Iowa
6	Oceana County, Michigan
6	Oconto County, Wisconsin
6	Ogemaw County, Michigan
6	Okanogan County, Washington
6	Oliver County, North Dakota
6	Olmsted County, Minnesota
6	Oneida County, Idaho
6	Oneida County, New York
6	Orange County, Vermont
6	Orleans County, Vermont
6	Osceola County, Iowa
6	Osceola County, Michigan
6	Oscoda County, Michigan
6	Otsego County, Michigan
6	Otsego County, New York
6	Ouray County, Colorado
6	Outagamie County, Wisconsin
6	Oxford County, Maine
6	Ozaukee County, Wisconsin
6	Palo Alto County, Iowa
6	Park County, Montana
6	Park County, Wyoming
6	Pend Oreille County, Washington
6	Pennington County, South Dakota
6	Penobscot County, Maine
6	Pepin County, Wisconsin
6	Perkins County, South Dakota
6	Petroleum County, Montana
6	Phillips County, Montana
6	Pierce County, Wisconsin
6	Pipestone County, Minnesota
6	Piscataquis County, Maine
6	Plymouth County, Iowa
6	Pocahontas County, Iowa
6	Polk County, Wisconsin
6	Pondera County, Montana
6	Pope County, Minnesota
6	Portage County, Wisconsin
6	Potter County, Pennsylvania
6	Potter County, South Dakota
6	Powder River County, Montana
6	Powell County, Montana
6	Prairie County, Montana
6	Presque Isle County, Michigan
6	Racine County, Wisconsin
6	Ramsey County, Minnesota
6	Ransom County, North Dakota
6	Ravalli County, Montana
6	Redwood County, Minnesota
6	Renville County, Minnesota
6	Rice County, Minnesota
6	Rich County, Utah
6	Richland County, Montana
6	Richland County, North Dakota
6	Richland County, Wisconsin
6	Rio Blanco County, Colorado
6	Roberts County, South Dakota
6	Rock County, Minnesota
6	Rock County, Wisconsin
6	Roosevelt County, Montana
6	Roscommon County, Michigan
6	Rosebud County, Montana
6	Rusk County, Wisconsin
6	Rutland County, Vermont
6	Sac County, Iowa
6	Sagadahoc County, Maine
6	Saguache County, Colorado
6	San Miguel County, Colorado
6	Sanborn County, South Dakota
6	Sanders County, Montana
6	Sanilac County, Michigan
6	Sargent County, North Dakota
6	Sauk County, Wisconsin
6	Schoharie County, New York
6	Schuyler County, New York
6	Scott County, Minnesota
6	Shannon County, South Dakota
6	Shawano County, Wisconsin
6	Sheboygan County, Wisconsin
6	Sherburne County, Minnesota
6	Sheridan County, Montana
6	Sheridan County, Wyoming
6	Sibley County, Minnesota
6	Silver Bow County, Montana
6	Sioux County, Iowa
6	Sioux County, North Dakota
6	Slope County, North Dakota
6	Somerset County, Maine
6	Spink County, South Dakota
6	St. Croix County, Wisconsin
6	St. Lawrence County, New York
6	Stanley County, South Dakota
6	Stark County, North Dakota
6	Stearns County, Minnesota
6	Steele County, Minnesota
6	Steuben County, New York
6	Stevens County, Minnesota
6	Stevens County, Washington
6	Stillwater County, Montana
6	Sullivan County, New Hampshire
6	Sullivan County, New York
6	Sully County, South Dakota
6	Summit County, Utah
6	Sweet Grass County, Montana
6	Sweetwater County, Wyoming
6	Swift County, Minnesota
6	Teton County, Idaho
6	Teton County, Montana
6	Tioga County, Pennsylvania
6	Todd County, Minnesota
6	Tompkins County, New York
6	Toole County, Montana
6	Traverse County, Minnesota
6	Treasure County, Montana
6	Trempealeau County, Wisconsin
6	Turner County, South Dakota
6	Uinta County, Wyoming
6	Uintah County, Utah
6	Ulster County, New York
6	Valley County, Idaho
6	Valley County, Montana
6	Vernon County, Wisconsin
6	Wabasha County, Minnesota
6	Waldo County, Maine
6	Walworth County, South Dakota
6	Walworth County, Wisconsin
6	Warren County, New York
6	Wasatch County, Utah
6	Waseca County, Minnesota
6	Washakie County, Wyoming
6	Washington County, Maine
6	Washington County, Minnesota
6	Washington County, Vermont
6	Washington County, Wisconsin
6	Watonwan County, Minnesota
6	Waukesha County, Wisconsin
6	Waupaca County, Wisconsin
6	Waushara County, Wisconsin
6	Webster County, Iowa
6	Weston County, Wyoming
6	Wexford County, Michigan
6	Wheatland County, Montana
6	Wibaux County, Montana
6	Windham County, Vermont
6	Windsor County, Vermont
6	Winnebago County, Iowa
6	Winnebago County, Wisconsin
6	Winneshiek County, Iowa
6	Winona County, Minnesota
6	Wood County, Wisconsin
6	Worth County, Iowa
6	Wright County, Iowa
6	Wright County, Minnesota
6	Wyoming County, New York
6	Yellow Medicine County, Minnesota
6	Yellowstone County, Montana
6	York County, Maine
6	Ziebach County, South Dakota
7	Aitkin County, Minnesota
7	Aleutians East Borough, Alaska
7	Aleutians West Census Area, Alaska
7	Anchorage Borough, Alaska
7	Aroostook County, Maine
7	Ashland County, Wisconsin
7	Baraga County, Michigan
7	Barnes County, North Dakota
7	Bayfield County, Wisconsin
7	Becker County, Minnesota
7	Beltrami County, Minnesota
7	Benson County, North Dakota
7	Bottineau County, North Dakota
7	Bristol Bay Borough, Alaska
7	Burke County, North Dakota
7	Burnett County, Wisconsin
7	Carlton County, Minnesota
7	Cass County, Minnesota
7	Cass County, North Dakota
7	Cavalier County, North Dakota
7	Chippewa County, Michigan
7	Clay County, Minnesota
7	Clear Creek County, Colorado
7	Clearwater County, Minnesota
7	Cook County, Minnesota
7	Crow Wing County, Minnesota
7	Denali Borough, Alaska
7	Divide County, North Dakota
7	Douglas County, Wisconsin
7	Eddy County, North Dakota
7	Florence County, Wisconsin
7	Forest County, Wisconsin
7	Foster County, North Dakota
7	Gogebic County, Michigan
7	Grand County, Colorado
7	Grand Forks County, North Dakota
7	Grant County, Minnesota
7	Griggs County, North Dakota
7	Gunnison County, Colorado
7	Haines Borough, Alaska
7	Hinsdale County, Colorado
7	Houghton County, Michigan
7	Hubbard County, Minnesota
7	Iron County, Michigan
7	Iron County, Wisconsin
7	Itasca County, Minnesota
7	Jackson County, Colorado
7	Juneau City and Borough, Alaska
7	Kanabec County, Minnesota
7	Kenai Peninsula Borough, Alaska
7	Ketchikan Gateway Borough, Alaska
7	Keweenaw County, Michigan
7	Kidder County, North Dakota
7	Kittson County, Minnesota
7	Kodiak Island Borough, Alaska
7	Koochiching County, Minnesota
7	Lake County, Colorado
7	Lake County, Minnesota
7	Lake and Peninsula Borough, Alaska
7	Lake of the Woods County, Minnesota
7	Langlade County, Wisconsin
7	Lincoln County, Wisconsin
7	Lincoln County, Wyoming
7	Luce County, Michigan
7	Mackinac County, Michigan
7	Mahnomen County, Minnesota
7	Marshall County, Minnesota
7	Matanuska-Susitna Borough, Alaska
7	McHenry County, North Dakota
7	McLean County, North Dakota
7	Mille Lacs County, Minnesota
7	Mineral County, Colorado
7	Mountrail County, North Dakota
7	Nelson County, North Dakota
7	Norman County, Minnesota
7	Oneida County, Wisconsin
7	Ontonagon County, Michigan
7	Otter Tail County, Minnesota
7	Park County, Colorado
7	Pembina County, North Dakota
7	Pennington County, Minnesota
7	Pierce County, North Dakota
7	Pine County, Minnesota
7	Pitkin County, Colorado
7	Polk County, Minnesota
7	Price County, Wisconsin
7	Prince of Wales-Outer Ketchikan Census Area, Alaska
7	Ramsey County, North Dakota
7	Red Lake County, Minnesota
7	Renville County, North Dakota
7	Rio Grande County, Colorado
7	Rolette County, North Dakota
7	Roseau County, Minnesota
7	Routt County, Colorado
7	San Juan County, Colorado
7	Sawyer County, Wisconsin
7	Schoolcraft County, Michigan
7	Sheridan County, North Dakota
7	Sitka City and Borough, Alaska
7	Skagway-Hoonah-Angoon Census Area, Alaska
7	St. Louis County, Minnesota
7	Steele County, North Dakota
7	Stutsman County, North Dakota
7	Sublette County, Wyoming
7	Summit County, Colorado
7	Taylor County, Wisconsin
7	Teton County, Wyoming
7	Towner County, North Dakota
7	Traill County, North Dakota
7	Valdez-Cordova Census Area, Alaska
7	Vilas County, Wisconsin
7	Wadena County, Minnesota
7	Walsh County, North Dakota
7	Ward County, North Dakota
